	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
1285	Downtown Knoxville	Q5303479		P131	located in the administrative territorial entity		West Knoxville	Q7985645	
1286	ASEAN	Q7768	/m/0qnfv	P47	shares border with		ASEAN	Q7768	/m/0qnfv
1287	Malay Peninsula	Q18758	/m/053yf	P17	country		Singapore	Q7522845	
1288	Chet Huntley	Q796122	/m/02zzgk	P69	educated at		NBC	Q13974	/m/05gnf
1289	Kim Jong-eun	Q56226	/m/0fgw19	P69	educated at		Korea	Q6431582	
1290	St. Charles County	Q489873	/m/014b6c	P47	shares border with		St. Peters	Q963597	/m/014b7f
1291	Vardar	Q189596	/m/0bkjd	P17	country		Bulgaria	Q3656821	
1292	Bartang River	Q809231	/m/07pzv0	P17	country		Gunt River	Q1554866	/m/07mkmt
1293	Sarikol Range	Q2569114	/m/0bs57dt	P17	country		China	Q10956965	
1294	Arab League	Q7172	/m/0dv0g	P47	shares border with		Israel	Q6086734	
1295	Tsuno	Q1156308	/m/0dl32y	P131	located in the administrative territorial entity		Japan	Q3476248	
1296	Greg Miller	Q5606022		P54	member of sports team		AFL	Q4743018	
1297	Coburg	Q647356		P131	located in the administrative territorial entity		Coburg	Q647356	
1298	H. H. Asquith	Q166714	/m/0lzcs	P69	educated at		House of Commons	Q11242601	
1299	Zicavo	Q1153494	/m/03mfh9_	P131	located in the administrative territorial entity		Corsica	Q18984210	
1300	Zicavo	Q1153494	/m/03mfh9_	P47	shares border with		Corsica	Q18984210	
1301	Jefferson Davis	Q162269	/m/043q0	P69	educated at		West Point	Q679753	/m/0y51z
1302	Horsham Township	Q1181981	/m/0_6zv	P131	located in the administrative territorial entity		Willow Grove	Q8022318	
1303	Frederick I. Pitman	Q5498083		P69	educated at		Cambridge	Q350	/m/0978r
1304	William Dudley Ward	Q3442343	/m/02qyxsj	P69	educated at		Cambridge	Q350	/m/0978r
1305	Hammersmith Bridge	Q1573860	/m/01zc24	P131	located in the administrative territorial entity		Cambridge	Q350	/m/0978r
1306	Wilkinson County	Q486317	/m/0nyg_	P47	shares border with		Amite County	Q112456	/m/0ngrs
1307	Lycoming Valley Railroad	Q16981550		P131	located in the administrative territorial entity		Linden	Q781362	/m/03nq84p
1308	Kyakhta	Q156337	/m/060qj3	P1376	capital of		Mongolia	Q711	/m/04w8f
1309	Thomas B. McCabe	Q7787263		P69	educated at		Fed	Q53536	/m/02xmb
1310	James Stevens Curl	Q6143609		P69	educated at		Ulster University	Q2096524	/m/02bhqz
1311	Donald Kagan	Q469761	/m/03lt0h	P69	educated at		National Endowment for the Humanities	Q478050	/m/036mh3
1312	Motteggiana	Q42205	/m/0gk0dg	P47	shares border with		Mantua	Q15245667	
1313	San Benedetto Po	Q42943	/m/0gk0q6	P47	shares border with		Suzzara	Q42425	/m/0gk0xf
1314	Onondaga County	Q114904	/m/0fc_p	P47	shares border with		New York	Q60	/m/02_286
1315	Charles Roden Buxton	Q18450		P69	educated at		Liberal Party	Q2512934	
1316	Gotthard Pass	Q25233	/m/05mgh7	P131	located in the administrative territorial entity		Vorarlberg	Q38981	/m/015g43
1317	Swabia	Q11812551	/m/02wz52	P131	located in the administrative territorial entity		Switzerland	Q80282	
1318	Brindisi	Q13496	/m/022vl3	P47	shares border with		Apulia	Q1447	/m/0c663
1319	Muscat	Q3826	/m/0fqds	P1376	capital of		India	Q668	/m/03rk0
1320	Lawrence County	Q485615	/m/0n24b	P47	shares border with		Indiana	Q3150103	/m/0h6jpq
1321	Alameda County	Q107146	/m/0kpzy	P47	shares border with		California	Q2933963	/m/025xzfp
1322	North West	Q165956	/m/029j7n	P47	shares border with		England	Q79282	/m/07ltmv
1323	North West	Q165956	/m/029j7n	P150	contains administrative territorial entity		England	Q79282	/m/07ltmv
1324	David John Benney	Q22978958		P27	country of citizenship	nationality	New Zealand	Q21470645	
1325	Kaveri River	Q216239	/m/0181n6	P131	located in the administrative territorial entity		Bhaskararajapuram	Q4901365	
1326	William Camden	Q364239	/m/0pycf	P69	educated at		Rutland	Q2373537	
1327	Nanchang	Q171943	/m/0229n5	P150	contains administrative territorial entity		China	Q10956965	
1328	Cahors	Q23047	/m/030dtv	P47	shares border with		Visicom Media	Q7936098	
1329	Braniewo County	Q1164883	/m/0cb1cm	P47	shares border with		Poland	Q7208881	
1330	Braniewo County	Q1164883	/m/0cb1cm	P150	contains administrative territorial entity		Poland	Q7208881	
1331	Tortosa	Q12812	/m/0hmgy	P47	shares border with		Cambrils	Q828572	/m/0247_q
1332	Tortosa	Q12812	/m/0hmgy	P150	contains administrative territorial entity		Cambrils	Q828572	/m/0247_q
1333	Tan Malaka	Q561682	/m/08j7zn	P27	country of citizenship	nationality	Singapore	Q7522845	
1334	Somerset County	Q511135	/m/0jdxp	P47	shares border with		Maine	Q3708887	
1335	Urbain Le Verrier	Q104154	/m/017xvy	P69	educated at		Paris Observatory	Q461340	/m/029w69
1336	Ozieri	Q391167	/m/0cclw	P47	shares border with		Sassari	Q13629	/m/0cbws
1337	Olara Otunnu	Q7083109		P69	educated at		UFU	Q5440489	
1338	Dar es Salaam	Q1960	/m/02cdt	P131	located in the administrative territorial entity		Moshi	Q271733	/m/03k8hk
1339	Dar es Salaam	Q1960	/m/02cdt	P1376	capital of		Moshi	Q271733	/m/03k8hk
1340	Ljubljana	Q437	/m/0bmm4	P1376	capital of		Yugoslavia	Q36704	/m/087vz
1341	Hitler	Q352	/m/07_m9_	P27	country of citizenship	nationality	Germany	Q1350565	
1342	Adolf Hitler	Q352	/m/07_m9_	P27	country of citizenship	nationality	Germany	Q1350565	
1343	Dietrich von Hildebrand	Q14678	/m/05s0s0	P69	educated at		Germany	Q1350565	
1344	Castel Gandolfo	Q242105	/m/037c58	P131	located in the administrative territorial entity		Rome	Q567806	/m/02j20d
1345	Castel Gandolfo	Q242105	/m/037c58	P47	shares border with		Rome	Q567806	/m/02j20d
1346	Alfred Jodl	Q57123	/m/0dr1t	P27	country of citizenship	nationality	Vatican	Q237	/m/07ytt
1347	Isaac Herzog	Q983258	/m/0cf7z6	P69	educated at		Germany	Q1350565	
1348	Transnistria	Q907112	/m/02122k	P47	shares border with		Romania	Q7362480	
1349	Obion County	Q501974	/m/0mt1h	P47	shares border with		Tennessee	Q7700003	
1350	Campbell County	Q494791	/m/0mtqd	P47	shares border with		Kentucky	Q1603	/m/0498y
1351	Hamilton County	Q109308	/m/0mrk7	P47	shares border with		Ohio	Q927274	
1352	Wollongong	Q187861	/m/01j12w	P131	located in the administrative territorial entity		Batemans Bay	Q810756	/m/02cq_8
1353	Luanzhou	Q6695030		P150	contains administrative territorial entity		China	Q10956965	
1354	Shelby County	Q431826	/m/0nsxf	P47	shares border with		Ohio	Q927274	
1355	Lubliniec County	Q1145533	/m/0gy4z6	P47	shares border with		Poland	Q7208881	
1356	Lubliniec County	Q1145533	/m/0gy4z6	P150	contains administrative territorial entity		Poland	Q7208881	
1357	Lannemezan	Q383402	/m/096hpy	P131	located in the administrative territorial entity		Lourdes	Q679297	/m/041nv_
1358	Lannemezan	Q383402	/m/096hpy	P47	shares border with		Lourdes	Q679297	/m/041nv_
1359	Fabas	Q1142491	/m/03m8mdq	P47	shares border with		Haute-Garonne	Q12538	/m/0mh88
1360	Przasnysz County	Q608078	/m/0dzmlj	P47	shares border with		Poland	Q7208881	
1361	Przasnysz County	Q608078	/m/0dzmlj	P150	contains administrative territorial entity		Poland	Q7208881	
1362	Roger Federer	Q1426	/m/01my95	P27	country of citizenship	nationality	Chennai	Q1352	/m/0c8tk
1363	Senegal	Q1041	/m/06srk	P47	shares border with		South Africa	Q258	/m/0hzlz
1364	Senegal	Q1041	/m/06srk	P150	contains administrative territorial entity		South Africa	Q258	/m/0hzlz
1365	Cross River State	Q739676	/m/03nnmm	P47	shares border with		Enna	Q925999	/m/09gnbkk
1366	Calamba	Q75978	/m/02c5sr	P47	shares border with		Calamba City	Q75978	/m/02c5sr
1367	Calamba	Q75978	/m/02c5sr	P150	contains administrative territorial entity		Calamba City	Q75978	/m/02c5sr
1368	Sarah Fell	Q18576993		P27	country of citizenship	nationality	Quaker	Q170208	/m/025t7ly
1369	Huron County	Q74633	/m/0njm1	P47	shares border with		Ontario	Q1062	/m/04kc4
1370	Canadian National Railway	Q624798	/m/05njt7	P17	country		London	Q23306	/m/036wy
1371	Owen Sound	Q1017735	/m/018n2f	P131	located in the administrative territorial entity		London	Q23306	/m/036wy
1372	Henderson County	Q495031	/m/0mtbg	P47	shares border with		Kentucky	Q1603	/m/0498y
1373	Manche	Q12589	/m/0mgrh	P131	located in the administrative territorial entity		Normandy	Q7053042	
1374	Manche	Q12589	/m/0mgrh	P47	shares border with		Normandy	Q7053042	
1375	Manche	Q12589	/m/0mgrh	P150	contains administrative territorial entity		Normandy	Q7053042	
1376	Thomas Kuchel	Q344538	/m/03jlg5	P69	educated at		California	Q2933963	/m/025xzfp
1377	College Township	Q931383		P131	located in the administrative territorial entity		Union Township	Q1229500	
1378	San Fernando	Q2058644		P131	located in the administrative territorial entity		Lebanon	Q18711598	
1379	Bob Rae	Q888208	/m/01lcl9	P69	educated at		Parliament	Q1892425	/m/0txvhh6
1380	Newton County	Q367632	/m/0nt2j	P47	shares border with		Arkansas	Q4791721	
1381	Mount Isa	Q606335	/m/02sxmf	P131	located in the administrative territorial entity		Hughenden	Q20888190	
1382	Vryburg	Q1027291	/m/059x2m	P1376	capital of		Mafeking	Q16919612	
1383	Ida-Viru County	Q189963	/m/023740	P47	shares border with		Estonia	Q5401432	
1384	Iron Lady	Q667655	/m/05f5831	P69	educated at		Femme Fatale	Q3068239	
1385	Radom	Q104740	/m/0jx0k	P17	country		Poland	Q7208881	
1386	Radom	Q104740	/m/0jx0k	P131	located in the administrative territorial entity		Poland	Q7208881	
1387	Radom	Q104740	/m/0jx0k	P1376	capital of		Poland	Q7208881	
1388	Jefferson County	Q61289	/m/0p30z	P47	shares border with		Kentucky	Q1603	/m/0498y
1389	Steffond O'Shea Johnson	Q3972809	/m/02rl4wj	P54	member of sports team		NBA	Q155223	/m/05jvx
1390	Condoleezza Rice	Q47216	/m/014vk4	P69	educated at		White House	Q2566904	
1391	Terrassa	Q13939	/m/0j2q7	P47	shares border with		Spain	Q16254367	
1392	David Benedictus	Q5231297		P69	educated at		Cambridge	Q350	/m/0978r
1393	Masayuki Yamato	Q11433602		P19	place of birth	birthPlace	Florida	Q2548194	/m/05q8rtt
1394	Castile-La Mancha	Q5748	/m/0jp17	P47	shares border with		Spain	Q16254367	
1395	Lee Kuan Yew	Q131248	/m/0h9q0	P69	educated at		Singapore	Q7522845	
1396	Aalsmeer	Q9897	/m/0w06p	P47	shares border with		Netherlands	Q16250490	
1397	Cape Gloucester	Q1702791	/m/087ygp	P17	country		New Britain	Q1185923	/m/020svyq
1398	Wabaunsee County	Q376899	/m/0np0h	P47	shares border with		Kansas	Q3473628	
1399	Central Mindanao	Q13701	/m/01rn1y	P150	contains administrative territorial entity		Mindanao	Q124873	/m/05502
1400	Zhongshan	Q59223	/m/01l3q8	P47	shares border with		China	Q10956965	
1401	Chihuahua	Q61302	/m/01fvzh	P131	located in the administrative territorial entity		Coahuila	Q53079	/m/015701
1402	Vancouver Canada	Q24639	/m/080h2	P47	shares border with		Downtown Vancouver	Q1076204	/m/0c13_w
1403	County Cavan	Q187402	/m/027j60	P47	shares border with		Ireland	Q1521115	
1404	Kathmandu	Q3037	/m/04cx5	P1376	capital of		Tribhuvan University	Q588239	
1405	Ascona	Q63992	/m/0451bt	P131	located in the administrative territorial entity		Switzerland	Q80282	
1406	Ascona	Q63992	/m/0451bt	P47	shares border with		Switzerland	Q80282	
1407	Krasnoyarsk	Q919	/m/0jhb4	P150	contains administrative territorial entity		Rostov-on-Don	Q908	/m/01v15f
1408	Krasnoyarsk	Q919	/m/0jhb4	P1376	capital of		Rostov-on-Don	Q908	/m/01v15f
1409	Corbie	Q71469	/m/04dk1p	P131	located in the administrative territorial entity		Albert	Q1740869	
1410	Corbie	Q71469	/m/04dk1p	P47	shares border with		Albert	Q1740869	
1411	Zedd	Q21088	/m/0h52ky4	P27	country of citizenship	nationality	Rangers	Q3508537	
1412	Jerome Stone	Q18756822		P27	country of citizenship	nationality	Rangers	Q3508537	
1413	Kolbuszowa County	Q740897	/m/0412y3	P47	shares border with		Poland	Q7208881	
1414	Kolbuszowa County	Q740897	/m/0412y3	P150	contains administrative territorial entity		Poland	Q7208881	
1415	Son Jeong-Tak	Q1094955		P54	member of sports team		National League	Q6974043	
1416	Grozny	Q5196	/m/011l4t	P1376	capital of		Imperial Russian Army	Q1078222	/m/047t4gb
1417	County Dublin	Q173500	/m/01xd9	P47	shares border with		Ireland	Q1521115	
1418	Bamako	Q3703	/m/0fn13	P1376	capital of		Mopti	Q211227	/m/043d0_
1419	Woodvale	Q8033498		P131	located in the administrative territorial entity		Johnstown	Q6268729	
1420	Clara Barton	Q188039	/m/0bww9	P19	place of birth	birthPlace	American Red Cross	Q470110	/m/0by8vb
1421	Henry VI	Q160337	/m/0cmz2	P19	place of birth	birthPlace	Gorizia	Q6596	/m/01rm37
1422	Logan River	Q4264996		P131	located in the administrative territorial entity		Lockyer Valley	Q1867668	
1423	Andrew Cuomo	Q11673	/m/02pjpd	P69	educated at		OCC	Q4232166	
1424	Hastings Banda	Q184945	/m/01f8y_	P69	educated at		Uganda	Q1036	/m/07tp2
1425	Burlington County	Q138141	/m/0n5jm	P47	shares border with		Camden County	Q110504	/m/0n_4l
1426	Interstate 287	Q811258		P131	located in the administrative territorial entity		Westchester County	Q54066	/m/0cymp
1427	Raymond T. Odierno	Q719941	/m/0268g3w	P69	educated at		Washington	Q773030	
1428	Laurent Dubreuil	Q3219194		P69	educated at		Quebec	Q7269734	
1429	Ban Ki-moon	Q1253	/m/075jlq	P69	educated at		Sudan	Q26332448	
1430	Navi Pillay	Q242078	/m/0fm2kq	P69	educated at		UNSC	Q37470	/m/07vnr
1431	Cricklewood	Q149830	/m/0n9c5	P131	located in the administrative territorial entity		Belfast	Q3708761	
1432	Cricklewood	Q149830	/m/0n9c5	P47	shares border with		Belfast	Q3708761	
1433	Charles County	Q501319	/m/0fr61	P47	shares border with		Maryland	Q3708363	
1434	Rodney Alexander	Q504508	/m/025jxc	P69	educated at		House of Representatives	Q1138354	
1435	Louis Gillet	Q3262035		P69	educated at		Adams County	Q108788	/m/0frkl
1436	Sandnes	Q27587	/m/01869t	P47	shares border with		Randaberg	Q492115	/m/0186g1
1437	Palm Desert	Q399976	/m/0r3tb	P47	shares border with		California	Q2933963	/m/025xzfp
1438	Edward E. Browne	Q1292090		P69	educated at		Wisconsin	Q8027102	
1439	Corleone	Q485724	/m/0c6f2	P131	located in the administrative territorial entity		Sicily	Q4951156	/m/06w92
1440	Corleone	Q485724	/m/0c6f2	P47	shares border with		Sicily	Q4951156	/m/06w92
1441	Villalago	Q50169	/m/0fg82w	P47	shares border with		L'Aquila	Q3476	/m/02jjy1
1442	Aguri Suzuki	Q173197	/m/04j990	P19	place of birth	birthPlace	FIA	Q179412	/m/01kw30
1443	Mubashir Hassan	Q6930875		P69	educated at		PPP	Q2102505	
1444	Yousaf Raza Gillani	Q152052	/m/026fjhs	P69	educated at		Pakistan Muslim League	Q3065070	
1445	Bilawal Bhutto Zardari	Q244338	/m/0dhk8p	P69	educated at		Kashmir	Q43100	/m/04f30
1446	Henrico County	Q341639	/m/0mnrb	P47	shares border with		Richmond Staples Mill Road	Q7331004	
1447	Graham County	Q374495	/m/0npvc	P47	shares border with		Kansas	Q3473628	
1448	Marcel Schlumberger	Q1893188		P27	country of citizenship	nationality	Alsace	Q1142	/m/0cx2r
1449	Kern County	Q108047	/m/0kv5t	P47	shares border with		California	Q2933963	/m/025xzfp
1450	Bradford County	Q156577	/m/0jght	P47	shares border with		Pennsylvania	Q1400	/m/05tbn
1451	Frogtown	Q5505308		P131	located in the administrative territorial entity		Frogtown	Q5505308	
1452	Sagadahoc County	Q507216	/m/0nm59	P47	shares border with		Maine	Q3708887	
1453	Sagadahoc County	Q507216	/m/0nm59	P150	contains administrative territorial entity		Maine	Q3708887	
1454	Felix Klein	Q76641	/m/0bj3j	P27	country of citizenship	nationality	Erlangen	Q3126	/m/01cz_1
1455	Katie Hopkins	Q14185693		P69	educated at		TLC	Q130866	/m/01j53q
1456	Rose Bay	Q7367642		P131	located in the administrative territorial entity		Sydney	Q19561756	
1457	Peter Abeles	Q7172454		P27	country of citizenship	nationality	TNT	Q7670914	
1458	Denpasar	Q11506	/m/02nbh1	P150	contains administrative territorial entity		Hong Kong	Q8646	/m/03h64
1459	Kaifeng	Q208471	/m/01kdyf	P47	shares border with		Jin	Q28322	/m/02j3kf
1460	Kaifeng	Q208471	/m/01kdyf	P150	contains administrative territorial entity		Jin	Q28322	/m/02j3kf
1461	Jiamusi	Q29003	/m/0307vc	P150	contains administrative territorial entity		Qitaihe	Q349979	/m/06p3rl
1462	Suifenhe	Q1024736	/m/027wk94	P150	contains administrative territorial entity		Manzhouli	Q890671	/m/08h8qw
1463	Heihe	Q349983	/m/04syx_	P150	contains administrative territorial entity		Dalian	Q74881	/m/01l3k6
1464	Qingdao	Q170322	/m/01l3s0	P150	contains administrative territorial entity		Wenzhou	Q42635	/m/02fq6p
1465	Songbei District	Q527463	/m/06zt3zx	P150	contains administrative territorial entity		Xiangfang District	Q55196	/m/06zqkkp
1466	Sanremo	Q33962	/m/01kjqj	P47	shares border with		Imperia	Q13318	/m/0803mg
1467	Palanpur	Q949907	/m/06r9g7	P131	located in the administrative territorial entity		Saurashtra	Q1069636	/m/03gj_8
1468	Dillon Ripley	Q249244	/m/039qnp	P69	educated at		Smithsonian Institution	Q131626	/m/0hfyj
1469	Rawa County	Q1143041	/m/0gg4hk	P47	shares border with		Poland	Q7208881	
1470	Rawa County	Q1143041	/m/0gg4hk	P150	contains administrative territorial entity		Poland	Q7208881	
1471	Chalmette	Q528541	/m/01_gtcg	P131	located in the administrative territorial entity		New Orleans	Q2522995	/m/0kbg6by
1472	Hugh Robertson	Q480170		P69	educated at		Eton College	Q5404783	
1473	Svelvik	Q48701	/m/01883y	P47	shares border with		Oslo	Q1794768	
1474	Prusy	Q1379967	/m/03m8v8j	P131	located in the administrative territorial entity		Poland	Q7208881	
1475	Prusy	Q1379967	/m/03m8v8j	P47	shares border with		Poland	Q7208881	
1476	Mauritania	Q1025	/m/04vjh	P47	shares border with		Nigeria	Q1033	/m/05cgv
1477	Mauritania	Q1025	/m/04vjh	P150	contains administrative territorial entity		Nigeria	Q1033	/m/05cgv
1478	Limpopo	Q134907	/m/01_zrk	P47	shares border with		Limpopo	Q134907	/m/01_zrk
1479	Limpopo	Q134907	/m/01_zrk	P150	contains administrative territorial entity		Limpopo	Q134907	/m/01_zrk
1480	Wiesbaden	Q1721	/m/0bp_7	P47	shares border with		Germany	Q1350565	
1481	Woodbridge	Q3569819		P131	located in the administrative territorial entity		New Jersey	Q1408	/m/05fjf
1482	Tom Flanagan	Q2423909		P69	educated at		Mount Youle	Q21881404	
1483	Paddy Hannan	Q2057649		P27	country of citizenship	nationality	Mount Charlotte	Q21895420	
1484	Stephenville	Q981525	/m/0100ym	P131	located in the administrative territorial entity		Corner Brook	Q991363	/m/02j83w
1485	Arnaldo Orfila Reynal	Q4794438		P27	country of citizenship	nationality	Argentina	Q645291	/m/0b6mhsj
1486	Nijmegen	Q47887	/m/05g2b	P47	shares border with		Netherlands	Q16250490	
1487	Leon Lett	Q1801942		P54	member of sports team		Dolphins	Q4738072	
1488	Brett Favre	Q267088	/m/0cv72h	P54	member of sports team		NFL	Q1215884	/m/059yj
1489	Boris Johnson	Q180589	/m/0h508	P27	country of citizenship	nationality	Hillsborough	Q367331	/m/0xsds
1490	Boris Johnson	Q180589	/m/0h508	P69	educated at		Hillsborough	Q367331	/m/0xsds
1491	Portage County	Q336337	/m/0n1xp	P47	shares border with		Wisconsin	Q8027102	
1492	Alief	Q4726383		P131	located in the administrative territorial entity		Harris County	Q486133	/m/0nzjb
1493	Burwood	Q5001054		P131	located in the administrative territorial entity		New South Wales	Q3224	/m/05fly
1494	Republic of Latvia	Q211	/m/04g5k	P47	shares border with		Ministry of Justice	Q1661653	
1495	Tineo	Q842632	/m/0bfy59	P47	shares border with		Asturias	Q4811764	
1496	Graeme Souness	Q310352	/m/03ldrf	P54	member of sports team		Aberdeen	Q4666865	
1497	Pohja	Q1010030	/m/03c1r6	P131	located in the administrative territorial entity		Uusimaa	Q1341125	/m/01c92t
1498	Rod Burstall	Q7356136		P69	educated at		University of Edinburgh	Q160302	/m/0h6rm
1499	John Carl Warnecke	Q6225150		P69	educated at		Lafayette Park	Q6471484	
1500	Lafayette Square	Q1800164		P131	located in the administrative territorial entity		OMB	Q284392	/m/0c0d4
1501	Georgi Damyanovo Municipality	Q2548560	/m/0gj9mxz	P47	shares border with		Bulgaria	Q3656821	
1502	Sierra County	Q156370	/m/0l320	P47	shares border with		California	Q2933963	/m/025xzfp
1503	Maria Terwiel	Q84416	/m/088msd	P20	place of death	deathPlace	Berlin	Q20144232	
